Record_ID,Year,Region,TV_Users,Mobile_Users,Mobile_Usage_Share_%
5115,2013,Africa,746619,684268,47.82
5116,2011,Australia,684567,169765,19.87
5117,2018,North America,955028,885850,48.12
5118,2011,North America,956058,941107,49.61
5119,2019,South America,21817,234491,91.49
5120,2018,Europe,530674,219948,29.3
5121,2011,Australia,327402,577990,63.84
5122,2017,Europe,203654,683705,77.05
5123,2018,South America,665528,32687,4.68
5124,2019,Australia,132475,301725,69.49
5125,2018,Australia,970485,440609,31.22
5126,2019,North America,233378,365877,61.06
5127,2018,North America,599487,804724,57.31
5128,2011,North America,861380,379953,30.61
5129,2013,Africa,67782,930952,93.21
5130,2016,Asia,90759,816060,89.99
5131,2011,North America,512972,680038,57.0
5132,2010,Asia,595887,704175,54.16
5133,2012,Asia,522813,560765,51.75
5134,2013,Europe,214635,325970,60.3
5135,2017,South America,26291,469966,94.7
5136,2015,Africa,905377,754886,45.47
5137,2011,Asia,981337,554298,36.1
5138,2018,Africa,232047,861578,78.78
5139,2011,Europe,621345,68133,9.88
5140,2014,North America,886683,248934,21.92
5141,2013,Australia,883586,574931,39.42
5142,2016,Asia,104535,893532,89.53
5143,2017,South America,436208,917388,67.77
5144,2014,Australia,510269,974191,65.63
5145,2019,Europe,442566,189065,29.93
5146,2014,Africa,798005,262572,24.76
5147,2011,North America,794077,513335,39.26
5148,2017,Africa,18577,244855,92.95
5149,2011,South America,936216,166150,15.07
5150,2019,Asia,564236,75708,11.83
5151,2015,South America,770427,813702,51.37
5152,2017,Africa,87700,265369,75.16
5153,2015,Africa,277361,627932,69.36
5154,2013,Australia,856610,615868,41.83
5155,2013,South America,881494,147335,14.32
5156,2015,South America,893238,292896,24.69
5157,2013,South America,167481,808053,82.83
5158,2017,North America,190112,52369,21.6
5159,2018,Africa,119657,606880,83.53
5160,2010,Europe,219002,332411,60.28
5161,2013,North America,863467,621161,41.84
5162,2013,North America,627363,921222,59.49
5163,2011,North America,412885,810677,66.26
5164,2015,Australia,723607,304820,29.64
5165,2012,Europe,724335,123982,14.62
5166,2016,South America,956066,469012,32.91
5167,2014,Australia,524591,193576,26.95
5168,2013,Africa,555917,142424,20.39
5169,2014,Asia,887714,801675,47.45
5170,2017,Australia,202535,511211,71.62
5171,2012,Asia,318151,186405,36.94
5172,2016,Africa,421344,69484,14.16
5173,2015,Europe,536327,94926,15.04
5174,2010,Asia,640903,890162,58.14
5175,2016,North America,13857,322118,95.88
5176,2016,Australia,200091,892815,81.69
5177,2010,Asia,625720,750100,54.52
5178,2018,Africa,997990,75702,7.05
5179,2015,North America,230079,424526,64.85
5180,2011,Asia,615265,645115,51.18
5181,2014,Africa,284879,944943,76.84
5182,2013,Europe,699871,404470,36.63
5183,2016,Africa,580339,538574,48.13
5184,2017,Europe,921254,476761,34.1
5185,2010,North America,586981,341687,36.79
5186,2014,Africa,642230,287136,30.9
5187,2012,South America,341296,596340,63.6
5188,2010,Australia,353063,771422,68.6
5189,2012,South America,301900,675083,69.1
5190,2015,South America,669254,890072,57.08
5191,2016,South America,912844,75183,7.61
5192,2017,Australia,376675,155662,29.24
5193,2013,South America,184304,877606,82.64
5194,2012,Europe,63214,55002,46.53
5195,2014,Africa,604105,449995,42.69
5196,2018,North America,598150,756444,55.84
5197,2015,South America,755543,247265,24.66
5198,2018,South America,792409,153088,16.19
5199,2015,North America,794256,713543,47.32
5200,2011,North America,433252,407960,48.5
5201,2014,South America,421800,511316,54.8
5202,2018,Europe,503663,120269,19.28
5203,2017,North America,697668,371450,34.74
5204,2016,Africa,909516,449573,33.08
5205,2010,Africa,300477,302383,50.16
5206,2013,Europe,963453,761790,44.16
5207,2016,Australia,396505,892433,69.24
5208,2016,Asia,631618,416138,39.72
5209,2015,Europe,49288,927588,94.95
5210,2017,South America,875020,532203,37.82
5211,2015,Asia,743167,324291,30.38
5212,2019,South America,650072,907751,58.27
5213,2012,Africa,186339,70631,27.49
5214,2013,North America,304319,549661,64.36
5215,2012,South America,543203,15156,2.71
5216,2010,Africa,353802,179623,33.67
5217,2019,Europe,381879,834895,68.62
5218,2014,South America,868886,120661,12.19
5219,2010,Africa,987226,845737,46.14
5220,2010,North America,509668,150725,22.82
5221,2011,South America,368117,791052,68.24
5222,2013,Australia,907774,295212,24.54
5223,2015,Africa,730658,700147,48.93
5224,2017,South America,548093,166745,23.33
5225,2012,North America,750494,157227,17.32
5226,2010,South America,443733,10570,2.33
5227,2012,South America,64716,902658,93.31
5228,2012,Australia,143943,91736,38.92
5229,2014,Africa,899225,722852,44.56
5230,2013,Asia,309519,152841,33.06
5231,2013,South America,711101,48921,6.44
5232,2018,Asia,382559,422291,52.47
5233,2016,Europe,164220,886021,84.36
5234,2013,South America,540122,544589,50.21
5235,2012,Asia,52680,736403,93.32
5236,2015,Europe,663090,396942,37.45
5237,2012,Australia,537687,244245,31.24
5238,2015,Africa,467307,720361,60.65
5239,2018,South America,687122,451575,39.66
5240,2015,Africa,978513,327263,25.06
5241,2013,Europe,378052,79191,17.32
5242,2014,Africa,348637,550635,61.23
5243,2015,Africa,902467,655647,42.08
5244,2012,North America,454764,32053,6.58
5245,2017,Europe,693700,855488,55.22
5246,2013,Africa,988869,995532,50.17
5247,2017,Asia,398910,592976,59.78
5248,2019,Europe,364818,398989,52.24
5249,2019,North America,615632,854882,58.13
5250,2012,South America,200862,136385,40.44
5251,2019,Australia,365923,415520,53.17
5252,2016,Africa,995301,639104,39.1
5253,2018,Asia,21809,41403,65.5
5254,2013,North America,532801,385691,41.99
5255,2017,Europe,683056,379222,35.7
5256,2012,Australia,773720,899086,53.75
5257,2016,Australia,140306,524503,78.9
5258,2012,Africa,716817,610706,46.0
5259,2016,North America,949395,964928,50.41
5260,2019,North America,593439,856356,59.07
5261,2019,Asia,94661,138391,59.38
5262,2015,South America,204080,227307,52.69
5263,2011,South America,717848,686538,48.89
5264,2012,South America,66632,683181,91.11
5265,2015,Australia,916279,535002,36.86
5266,2013,Australia,76533,254465,76.88
5267,2015,Europe,909891,477983,34.44
5268,2010,Australia,81889,354472,81.23
5269,2019,Australia,618527,254539,29.15
5270,2010,North America,635799,663484,51.07
5271,2012,Europe,67942,124312,64.66
5272,2017,North America,19275,607170,96.92
5273,2017,Asia,816397,378486,31.68
5274,2013,Asia,107955,689484,86.46
5275,2015,Europe,648466,492800,43.18
5276,2017,Europe,701214,96951,12.15
5277,2016,Australia,419189,289655,40.86
5278,2016,Asia,361230,588876,61.98
5279,2013,Africa,823310,248274,23.17
5280,2018,South America,397808,87567,18.04
5281,2019,Australia,944609,152287,13.88
5282,2015,South America,647462,677211,51.12
5283,2012,Asia,861178,174622,16.86
5284,2014,South America,895890,244676,21.45
5285,2014,Africa,222637,651155,74.52
5286,2014,Africa,925116,852390,47.95
5287,2017,North America,312079,404394,56.44
5288,2018,Europe,42784,209014,83.01
5289,2018,South America,434817,973818,69.13
5290,2015,Africa,574153,94727,14.16
5291,2015,Europe,369225,382900,50.91
5292,2018,Europe,527087,487900,48.07
5293,2013,North America,350845,303290,46.37
5294,2015,Europe,421832,602548,58.82
5295,2013,Europe,808086,700663,46.44
5296,2010,Australia,552118,526308,48.8
5297,2016,Asia,419421,719373,63.17
5298,2019,North America,576713,491436,46.01
5299,2015,North America,742855,95066,11.35
5300,2018,South America,490910,229570,31.86
5301,2016,Europe,611643,404417,39.8
5302,2016,South America,439067,85547,16.31
5303,2011,Australia,642327,766553,54.41
5304,2018,Africa,264031,256404,49.27
5305,2019,Europe,410168,793996,65.94
5306,2018,Africa,492977,479303,49.3
5307,2015,Asia,581693,65103,10.07
5308,2012,Australia,791527,227214,22.3
5309,2010,Europe,773127,415880,34.98
5310,2013,South America,265516,910440,77.42
5311,2012,South America,277535,997360,78.23
5312,2010,Europe,483220,865056,64.16
5313,2012,South America,203540,51456,20.18
5314,2013,Europe,25091,511728,95.33
5315,2017,North America,302381,280808,48.15
5316,2018,South America,385412,642672,62.51
5317,2012,Europe,265665,455750,63.17
5318,2015,Europe,854785,116229,11.97
5319,2019,South America,346644,338840,49.43
5320,2014,North America,706042,676074,48.92
5321,2015,South America,384924,276456,41.8
5322,2013,Europe,452850,116691,20.49
5323,2019,North America,299112,651224,68.53
5324,2015,Africa,720193,948349,56.84
5325,2016,Asia,181277,716063,79.8
5326,2018,South America,742267,45215,5.74
5327,2019,Australia,970045,359708,27.05
5328,2016,Europe,659689,762205,53.6
5329,2015,North America,756577,636901,45.71
5330,2010,North America,300429,512100,63.03
5331,2011,Africa,375651,132184,26.03
5332,2010,South America,455729,529102,53.73
5333,2018,Australia,25430,706438,96.53
5334,2019,North America,513982,570552,52.61
5335,2019,Africa,261707,699844,72.78
5336,2018,Europe,674393,889427,56.88
5337,2016,Africa,160990,359001,69.04
5338,2011,South America,290400,914034,75.89
5339,2015,Africa,189594,779396,80.43
5340,2013,North America,729713,634264,46.5
5341,2010,North America,394090,707522,64.23
5342,2010,Asia,565476,470207,45.4
5343,2014,Africa,327278,360609,52.42
5344,2011,Europe,849089,238745,21.95
5345,2013,Australia,308232,911076,74.72
5346,2010,Australia,418195,574082,57.86
5347,2013,South America,733624,563525,43.44
5348,2015,Asia,846538,123742,12.75
5349,2019,Africa,142667,861726,85.8
5350,2013,Europe,697984,505498,42.0
5351,2010,Asia,500320,209079,29.47
5352,2016,North America,77824,927871,92.26
5353,2011,South America,901581,23417,2.53
5354,2018,Africa,181503,62328,25.56
5355,2012,Australia,366691,472126,56.28
5356,2017,Europe,655912,672133,50.61
5357,2017,North America,420343,941709,69.14
5358,2012,Asia,814310,112116,12.1
5359,2013,South America,786654,65443,7.68
5360,2011,Asia,999984,491121,32.94
5361,2013,Australia,857122,225189,20.81
5362,2018,Asia,532040,981567,64.85
5363,2011,Europe,612126,528225,46.32
5364,2012,North America,721720,57119,7.33
5365,2013,Africa,118484,830100,87.51
5366,2014,Europe,403423,747472,64.95
5367,2010,Australia,11083,537058,97.98
5368,2016,South America,192636,203609,51.38
5369,2019,Australia,799743,185380,18.82
5370,2016,Australia,295279,310092,51.22
5371,2018,Asia,67109,123612,64.81
5372,2013,South America,333498,453318,57.61
5373,2015,Europe,991151,770343,43.73
5374,2011,Australia,641180,668966,51.06
5375,2013,Europe,462517,614502,57.06
5376,2011,Africa,334377,270490,44.72
5377,2019,Asia,237827,129726,35.29
5378,2014,Europe,485344,305169,38.6
5379,2016,South America,187284,60373,24.38
5380,2010,Australia,885900,810820,47.79
5381,2019,Africa,723136,879002,54.86
5382,2019,South America,225648,905246,80.05
5383,2016,Asia,736746,303064,29.15
5384,2019,Africa,61588,962697,93.99
5385,2015,Africa,828148,794250,48.96
5386,2015,Africa,137558,156083,53.15
5387,2017,Australia,350399,894315,71.85
5388,2017,North America,687137,958758,58.25
5389,2015,Africa,923758,68266,6.88
5390,2012,South America,452501,127847,22.03
5391,2014,South America,131921,523205,79.86
5392,2011,Asia,223630,807538,78.31
5393,2014,Europe,627769,556074,46.97
5394,2018,Europe,169860,984356,85.28
5395,2019,North America,931523,289088,23.68
5396,2010,Australia,85018,346061,80.28
5397,2019,Australia,56873,182236,76.21
5398,2014,Africa,664529,217815,24.69
5399,2015,North America,937399,956219,50.5
5400,2016,Asia,220743,195323,46.95
5401,2018,Asia,976517,996411,50.5
5402,2015,Europe,987074,992010,50.12
5403,2014,Asia,366816,893327,70.89
5404,2016,Africa,581960,439025,43.0
5405,2010,South America,802553,278988,25.8
5406,2014,Asia,109332,773561,87.62
5407,2011,North America,92445,846296,90.15
5408,2013,Africa,340007,217484,39.01
5409,2016,Asia,684290,754227,52.43
5410,2014,Australia,59987,964678,94.15
5411,2015,Asia,110787,318077,74.17
5412,2011,Australia,924647,23144,2.44
5413,2012,Africa,438718,279793,38.94
5414,2016,Asia,631371,439861,41.06
5415,2011,Australia,565976,718034,55.92
5416,2015,South America,904466,376099,29.37
5417,2014,Europe,118406,22818,16.16
5418,2019,Africa,17304,271644,94.01
5419,2010,Australia,669409,46880,6.54
5420,2019,North America,811379,856541,51.35
5421,2013,Asia,790882,702693,47.05
5422,2011,Australia,19495,850490,97.76
5423,2013,Australia,821139,982079,54.46
5424,2010,Australia,764056,428346,35.92
5425,2011,Europe,989424,167788,14.5
5426,2017,North America,316688,768641,70.82
5427,2015,North America,696066,303441,30.36
5428,2011,South America,635058,291206,31.44
5429,2015,Europe,437209,563780,56.32
5430,2019,Australia,24987,772439,96.87
5431,2018,Africa,160161,621149,79.5
5432,2016,Europe,600285,197553,24.76
5433,2018,Europe,806425,741084,47.89
5434,2014,North America,21465,731737,97.15
5435,2016,South America,521889,938071,64.25
5436,2016,South America,92071,308950,77.04
5437,2012,Europe,829072,896540,51.95
5438,2016,Europe,348141,84457,19.52
5439,2010,Asia,22366,604173,96.43
5440,2018,Australia,826327,609479,42.45
5441,2019,North America,273929,57674,17.39
5442,2015,Australia,16242,614703,97.43
5443,2014,Africa,820961,473698,36.59
5444,2016,Africa,646904,315271,32.77
5445,2014,South America,336543,426718,55.91
5446,2019,North America,278500,891461,76.2
5447,2014,Australia,525214,213265,28.88
5448,2019,South America,950733,255365,21.17
5449,2016,Africa,619668,191796,23.64
5450,2019,Europe,814652,409456,33.45
5451,2016,North America,511109,490102,48.95
5452,2012,North America,953155,117889,11.01
5453,2012,Australia,893654,320688,26.41
5454,2019,Asia,753023,944144,55.63
5455,2012,Australia,884630,42895,4.62
5456,2015,Europe,465066,904310,66.04
5457,2015,Europe,790248,367531,31.74
5458,2012,South America,568549,808352,58.71
5459,2012,North America,723839,745288,50.73
5460,2017,South America,978204,614741,38.59
5461,2017,Europe,756256,171715,18.5
5462,2016,Asia,665080,825659,55.39
5463,2019,North America,113467,295395,72.25
5464,2013,Europe,314524,820670,72.29
5465,2013,Asia,351977,594332,62.81
5466,2012,Australia,638296,168795,20.91
5467,2014,Africa,884756,831405,48.45
5468,2012,Europe,924150,628580,40.48
5469,2017,Africa,114992,673873,85.42
5470,2016,South America,561299,970820,63.36
5471,2012,Africa,189675,695585,78.57
5472,2018,Europe,103593,931883,90.0
5473,2014,Africa,652627,116371,15.13
5474,2018,North America,159519,152377,48.86
5475,2016,Europe,93940,566010,85.77
5476,2016,Asia,96677,790157,89.1
5477,2015,Africa,246729,87684,26.22
5478,2011,North America,477894,65429,12.04
5479,2018,South America,123570,612725,83.22
5480,2015,South America,336727,236707,41.28
5481,2017,Africa,597344,183548,23.5
5482,2010,South America,91468,185325,66.95
5483,2014,Asia,919329,423924,31.56
5484,2010,Europe,808449,908853,52.92
5485,2019,North America,764233,730323,48.87
5486,2017,Australia,47880,824053,94.51
5487,2017,Africa,11355,433217,97.45
5488,2010,South America,116360,501323,81.16
5489,2018,Europe,593224,286364,32.56
5490,2011,Australia,729968,886662,54.85
5491,2018,Asia,222694,861554,79.46
5492,2010,South America,780878,91757,10.51
5493,2019,South America,228123,115385,33.59
5494,2018,North America,267034,340051,56.01
5495,2013,Asia,220828,965288,81.38
5496,2018,Asia,57266,704430,92.48
5497,2016,Africa,719914,49150,6.39
5498,2015,Australia,199287,524443,72.46
5499,2014,North America,633426,251983,28.46
5500,2018,Africa,594944,333406,35.91
5501,2011,North America,64104,119756,65.13
5502,2011,Asia,86844,491588,84.99
5503,2018,North America,10969,983048,98.9
5504,2012,North America,371040,561449,60.21
5505,2017,North America,796686,162252,16.92
5506,2018,Europe,413522,222473,34.98
5507,2017,Europe,599804,290969,32.66
5508,2013,Australia,627365,102811,14.08
5509,2010,Australia,995701,404233,28.88
5510,2013,Asia,746205,161957,17.83
5511,2018,North America,510314,111351,17.91
5512,2011,Asia,945727,56260,5.61
5513,2012,Europe,474657,413476,46.56
5514,2019,North America,864399,458162,34.64
5515,2017,Africa,476508,712022,59.91
5516,2015,Europe,211961,833450,79.72
5517,2017,Europe,584405,196171,25.13
5518,2016,Europe,536025,203378,27.51
5519,2014,North America,616692,432446,41.22
5520,2018,Australia,959980,821201,46.1
5521,2013,South America,427541,377839,46.91
5522,2015,Africa,153398,700574,82.04
5523,2011,Africa,493338,42492,7.93
5524,2011,Asia,285055,860199,75.11
5525,2011,North America,694440,230115,24.89
5526,2019,Australia,819067,596761,42.15
5527,2016,Europe,323323,388231,54.56
5528,2011,South America,932717,119015,11.32
5529,2011,North America,722502,622503,46.28
5530,2018,North America,245603,251495,50.59
5531,2016,Australia,335689,13687,3.92
5532,2012,South America,955444,714495,42.79
5533,2012,Europe,250655,467851,65.11
5534,2016,North America,922350,607688,39.72
5535,2014,Africa,320748,868095,73.02
5536,2019,Africa,229973,891441,79.49
5537,2015,South America,346476,846136,70.95
5538,2017,Europe,845551,392375,31.7
5539,2018,South America,617176,417050,40.32
5540,2010,North America,858036,412137,32.45
5541,2012,Africa,26820,913680,97.15
5542,2016,Asia,610790,693933,53.19
5543,2015,South America,384415,834308,68.46
5544,2016,Asia,77345,800698,91.19
5545,2017,Asia,180386,47713,20.92
5546,2015,Australia,837307,936489,52.8
5547,2012,Africa,867473,32068,3.56
5548,2011,South America,80793,624524,88.55
5549,2016,Asia,277053,673726,70.86
5550,2010,North America,627169,504071,44.56
5551,2012,Australia,24866,79384,76.15
5552,2013,Europe,708149,564760,44.37
5553,2010,Australia,886836,668816,42.99
5554,2014,Europe,793834,225750,22.14
5555,2019,Africa,254734,153103,37.54
5556,2012,South America,338141,95675,22.05
5557,2011,South America,300604,685386,69.51
5558,2012,Europe,58500,575175,90.77
5559,2017,North America,209841,169849,44.73
5560,2015,Europe,532881,970434,64.55
5561,2016,Europe,790331,142732,15.3
5562,2015,South America,284272,299295,51.29
5563,2015,Asia,539490,296757,35.49
5564,2012,North America,897675,75266,7.74
5565,2017,South America,270731,219816,44.81
5566,2016,Australia,500010,643308,56.27
5567,2016,Europe,730687,326882,30.91
5568,2015,Asia,189037,711137,79.0
5569,2014,North America,958742,564990,37.08
5570,2019,Africa,613546,229450,27.22
5571,2017,North America,664676,134188,16.8
5572,2014,North America,121302,611551,83.45
5573,2018,Europe,925055,917245,49.79
5574,2018,Europe,714600,269751,27.4
5575,2010,Africa,93583,402455,81.13
5576,2015,Africa,996341,646513,39.35
5577,2016,Africa,719649,370069,33.96
5578,2012,South America,960048,924860,49.07
5579,2016,South America,594352,71804,10.78
5580,2016,Europe,107119,626628,85.4
5581,2011,Europe,758409,285165,27.33
5582,2016,Africa,484392,651899,57.37
5583,2010,South America,556701,54001,8.84
5584,2014,Asia,878773,684452,43.78
5585,2018,South America,714259,432131,37.69
5586,2016,Europe,96891,514120,84.14
5587,2016,South America,491981,456539,48.13
5588,2011,Europe,735329,398976,35.17
5589,2017,Africa,43033,479253,91.76
5590,2012,Africa,373298,641014,63.2
5591,2017,Africa,11378,192974,94.43
5592,2012,Asia,409719,287883,41.27
5593,2019,Asia,115461,869444,88.28
5594,2016,Europe,708134,476683,40.23
5595,2011,North America,724968,23699,3.17
5596,2013,Australia,653392,143876,18.05
5597,2015,Asia,305761,452120,59.66
5598,2018,Europe,145886,457812,75.83
5599,2014,South America,923048,191065,17.15
5600,2018,Africa,723695,467582,39.25
5601,2014,Africa,783812,572631,42.22
5602,2019,Africa,295907,414991,58.38
5603,2017,Europe,151072,787558,83.91
5604,2010,Africa,484040,643273,57.06
5605,2016,Asia,406490,335156,45.19
5606,2013,South America,190940,319830,62.62
5607,2014,Africa,326376,720917,68.84
5608,2015,Europe,679587,336380,33.11
5609,2014,South America,158351,186946,54.14
5610,2010,Africa,740264,140025,15.91
5611,2018,North America,906681,128222,12.39
5612,2011,Africa,206012,565874,73.31
5613,2018,Australia,183808,67009,26.72
5614,2019,Asia,365060,10607,2.82
5615,2011,South America,412867,762525,64.87
5616,2018,Asia,744799,833818,52.82
5617,2015,North America,880895,351769,28.54
5618,2018,North America,17771,465868,96.33
5619,2015,Australia,351140,648160,64.86
5620,2015,Asia,342317,236316,40.84
5621,2011,South America,837266,980616,53.94
5622,2017,North America,931057,440241,32.1
5623,2012,North America,175189,648523,78.73
5624,2016,Africa,635578,916732,59.06
5625,2014,Australia,218130,517314,70.34
5626,2012,Europe,727497,859924,54.17
5627,2010,North America,925360,151295,14.05
5628,2017,South America,569178,518105,47.65
5629,2012,South America,628028,295087,31.97
5630,2011,Africa,351572,97051,21.63
5631,2010,South America,18689,891587,97.95
5632,2013,Africa,38063,466076,92.45
5633,2017,North America,329342,502884,60.43
5634,2012,North America,526817,862719,62.09
5635,2010,North America,220670,121541,35.52
5636,2013,North America,535651,254084,32.17
5637,2018,Europe,682051,377993,35.66
5638,2010,Australia,143823,867312,85.78
5639,2011,Australia,920195,437189,32.21
5640,2018,Europe,542070,216120,28.5
5641,2011,North America,355328,177727,33.34
5642,2012,South America,677900,240706,26.2
5643,2016,Africa,318135,84158,20.92
5644,2012,Australia,343019,467393,57.67
5645,2018,Asia,757916,987013,56.56
5646,2015,Africa,955113,132207,12.16
5647,2012,Asia,853087,112987,11.7
5648,2018,Asia,212456,594749,73.68
5649,2010,North America,597465,552946,48.07
5650,2019,Asia,68396,656499,90.56
5651,2012,North America,813309,308277,27.49
5652,2010,Europe,924366,748543,44.74
5653,2011,South America,28405,397419,93.33
5654,2017,Asia,126435,292764,69.84
5655,2016,South America,845061,440283,34.25
5656,2011,North America,56233,472485,89.36
5657,2011,Asia,817903,170747,17.27
5658,2018,Africa,275446,732561,72.67
5659,2015,Europe,745333,535148,41.79
5660,2014,Australia,909898,649820,41.66
5661,2019,Europe,352192,824050,70.06
5662,2015,Asia,632260,824348,56.59
5663,2018,Europe,951015,218289,18.67
5664,2016,Australia,932526,878488,48.51
5665,2019,Africa,315383,884099,73.71
5666,2019,South America,737051,32878,4.27
5667,2018,Africa,924617,611248,39.8
5668,2013,Europe,238088,572842,70.64
5669,2011,Australia,133811,692156,83.8
5670,2017,South America,917529,412561,31.02
5671,2013,Australia,69269,989022,93.45
5672,2018,Africa,637846,920290,59.06
5673,2013,North America,100868,133448,56.95
5674,2017,North America,461614,234094,33.65
5675,2018,South America,792170,294728,27.12
5676,2018,South America,858327,533663,38.34
5677,2019,South America,866322,21598,2.43
5678,2013,North America,631671,739221,53.92
5679,2010,Africa,530622,421661,44.28
5680,2012,South America,521357,315957,37.73
5681,2018,North America,307428,144802,32.02
5682,2013,South America,451856,545972,54.72
5683,2014,South America,872124,460686,34.57
5684,2016,Australia,949957,376570,28.39
5685,2014,South America,239297,175635,42.33
5686,2013,North America,623582,937545,60.06
5687,2011,Africa,215446,456681,67.95
5688,2011,North America,514254,83723,14.0
5689,2013,North America,512542,71320,12.22
5690,2019,South America,965480,375288,27.99
5691,2019,Australia,255954,304768,54.35
5692,2018,Asia,941229,741815,44.08
5693,2017,Asia,478089,275870,36.59
5694,2012,Asia,760707,791800,51.0
5695,2018,North America,184115,762612,80.55
5696,2014,South America,507730,239635,32.06
5697,2012,Asia,629140,191465,23.33
5698,2014,Europe,87080,667203,88.46
5699,2019,Europe,206062,851361,80.51
5700,2013,Europe,616151,986360,61.55
5701,2017,Africa,974313,730820,42.86
5702,2014,South America,550993,810186,59.52
5703,2019,North America,73131,694213,90.47
5704,2017,North America,872447,462776,34.66
5705,2018,South America,858888,995320,53.68
5706,2013,Australia,349003,105324,23.18
5707,2016,Australia,743833,738692,49.83
5708,2011,Africa,164161,538855,76.65
5709,2015,South America,863670,498963,36.62
5710,2017,Australia,348084,215908,38.28
5711,2016,Africa,371278,334262,47.38
5712,2016,Asia,870348,462102,34.68
5713,2017,Asia,752886,985228,56.68
5714,2016,Africa,333540,828582,71.3
5715,2014,South America,13877,207863,93.74
5716,2016,Asia,904839,266250,22.74
5717,2019,South America,618544,893796,59.1
5718,2012,Australia,738572,933966,55.84
5719,2014,Asia,41818,224650,84.31
5720,2016,Australia,765244,561848,42.34
5721,2018,South America,58555,618856,91.36
5722,2011,South America,838800,647534,43.57
5723,2013,Europe,975684,218758,18.31
5724,2016,Africa,395198,668731,62.85
5725,2010,North America,886098,357493,28.75
5726,2011,Africa,895209,134460,13.06
5727,2018,South America,532126,195084,26.83
5728,2019,South America,382072,214228,35.93
5729,2016,Africa,583709,275076,32.03
5730,2019,South America,36620,948974,96.28
5731,2016,Australia,393382,19778,4.79
5732,2015,Asia,332683,295177,47.01
5733,2012,South America,27077,675664,96.15
5734,2019,Africa,940167,267589,22.16
5735,2012,Africa,93335,778221,89.29
5736,2011,Africa,57285,399585,87.46
5737,2015,Europe,454451,417623,47.89
5738,2013,Australia,682979,473735,40.96
5739,2014,Australia,603791,12521,2.03
5740,2012,Europe,921283,923063,50.05
5741,2015,Australia,67477,94622,58.37
5742,2012,Europe,561776,517922,47.97
5743,2017,Australia,613035,127257,17.19
5744,2018,Europe,31169,648935,95.42
5745,2013,Europe,302517,141855,31.92
5746,2018,Australia,42669,52666,55.24
5747,2016,Europe,589565,157870,21.12
5748,2012,Australia,475386,739451,60.87
5749,2016,Europe,589408,872735,59.69
5750,2010,Africa,338520,273247,44.67
5751,2012,North America,588523,981547,62.52
5752,2015,Australia,437445,80845,15.6
5753,2013,Europe,883286,699299,44.19
5754,2016,Africa,549693,986546,64.22
5755,2012,North America,123307,346314,73.74
5756,2010,Europe,373920,770072,67.31
5757,2018,North America,681207,808567,54.27
5758,2015,Australia,557835,391577,41.24
5759,2017,North America,540863,203020,27.29
5760,2012,Asia,892091,631868,41.46
5761,2017,South America,145915,358625,71.08
5762,2011,Asia,234059,200828,46.18
5763,2013,Australia,935243,526076,36.0
5764,2012,Australia,811284,573692,41.42
5765,2019,North America,848093,799021,48.51
5766,2010,Africa,150229,216639,59.05
5767,2016,Europe,97942,543983,84.74
5768,2019,South America,388870,222135,36.36
5769,2011,Europe,778180,802154,50.76
5770,2013,Africa,907168,252778,21.79
5771,2018,Australia,257610,584162,69.4
5772,2015,South America,82968,404057,82.96
5773,2017,Asia,264686,684091,72.1
5774,2011,Australia,815269,397245,32.76
5775,2016,Australia,90684,534933,85.5
5776,2015,North America,651992,566404,46.49
5777,2018,Africa,86730,575271,86.9
5778,2016,North America,680179,39402,5.48
5779,2010,North America,475377,845590,64.01
5780,2017,Europe,279548,500501,64.16
5781,2019,Australia,795932,308613,27.94
5782,2012,Africa,24674,857008,97.2
5783,2011,North America,479259,286052,37.38
5784,2012,Asia,620211,70269,10.18
5785,2015,South America,421913,576519,57.74
5786,2012,Africa,201735,841653,80.67
5787,2019,Europe,426786,940219,68.78
5788,2014,Africa,901751,572686,38.84
5789,2015,Australia,38037,596660,94.01
5790,2017,Europe,498835,831756,62.51
5791,2016,South America,909997,684698,42.94
5792,2017,Asia,116086,672747,85.28
5793,2012,North America,572270,491924,46.23
5794,2013,Africa,395453,167247,29.72
5795,2015,Europe,901674,40795,4.33
5796,2016,South America,996028,511378,33.92
5797,2018,North America,529892,924231,63.56
5798,2010,South America,801588,515150,39.12
5799,2017,Asia,572568,403064,41.31
5800,2017,North America,609612,527157,46.37
5801,2015,North America,70706,702789,90.86
5802,2013,North America,745081,335249,31.03
5803,2012,Europe,225342,800233,78.03
5804,2012,North America,151043,785681,83.88
5805,2015,South America,980644,148485,13.15
5806,2017,Europe,577696,256923,30.78
5807,2016,North America,193094,906807,82.44
5808,2010,South America,147559,551953,78.91
5809,2015,South America,258670,479608,64.96
5810,2016,Africa,30997,893068,96.65
5811,2016,South America,842888,905823,51.8
5812,2018,Australia,927297,18187,1.92
5813,2019,Asia,874420,599277,40.66
5814,2014,North America,615196,560072,47.65
5815,2010,North America,986920,845886,46.15
5816,2011,North America,447983,679165,60.26
5817,2013,South America,744330,838147,52.96
5818,2014,South America,874384,849843,49.29
5819,2018,North America,356928,130451,26.77
5820,2010,Australia,515465,52186,9.19
5821,2012,Europe,431410,263940,37.96
5822,2014,Europe,174857,869543,83.26
5823,2012,Asia,244066,379873,60.88
5824,2013,Africa,592964,769642,56.48
5825,2012,Asia,542661,515956,48.74
